YAL001C,0,1161,0.00468,0.035,0.68419
YAL002W,1,1275,0.00226,0.025,0.64727
YAL017W,16,1357,0.00581,0.045,0.63828
YAL024C,24,1436,0.00515,0.045,0.61549
YAL029C,30,1472,0.00224,0.025,0.64028
YAL035W,39,1003,0.01166,0.105,0.79599
YAL051W,59,1048,0.0103,0.075,0.7178
YBL007C,118,1245,0.00797,0.065,0.72065
YBL022C,133,1134,0.01101,0.085,0.73008
YBL037W,149,1026,0.01184,0.085,0.70656
YBL047C,159,1382,0.00401,0.035,0.6744
YBL063W,176,1112,0.00812,0.055,0.69199
YBL066C,179,1149,0.00217,0.025,0.69362
YBL076C,190,1073,0.01175,0.115,0.78399
YBL101C,216,1118,0.00704,0.055,0.68953
YBL104C,219,1039,0.01018,0.075,0.72806
YBL105C,220,1152,0.0078,0.055,0.69923
YBL106C,221,1011,0.00393,0.035,0.72998
YBR023C,252,1166,0.00854,0.065,0.6959
YBR059C,290,1109,0.00689,0.045,0.69842
YBR081C,311,1333,0.00359,0.035,0.67402
YBR097W,330,1455,0.00379,0.035,0.63361
YBR115C,349,1393,0.01085,0.095,0.70014
YBR150C,385,1095,0.00405,0.035,0.71225
YBR218C,455,1181,0.00965,0.085,0.77313
YBR235W,473,1121,0.00979,0.065,0.68087
YBR245C,483,1130,0.01109,0.085,0.73651
YBR295W,534,1217,0.00231,0.025,0.69202
YCL024W,560,1038,0.00479,0.035,0.70805
YCL061C,597,1097,0.00437,0.035,0.71871
YCR011C,617,1050,0.00922,0.065,0.71405
YCR033W,643,1227,0.00321,0.025,0.67644
YCR042C,653,1408,0.00586,0.045,0.64935
YCR067C,674,1066,0.00486,0.035,0.71666
YCR073C,679,1332,0.00334,0.025,0.68392
YCR081W,685,1428,0.00203,0.025,0.64827
YCR092C,697,1019,0.00459,0.035,0.72067
YDR038C,1010,1092,0.00971,0.075,0.73347
YDR039C,1011,1092,0.00992,0.075,0.75015
YDR040C,1012,1092,0.01001,0.075,0.7398
YDR060W,1032,1026,0.01168,0.085,0.77208
YDR097C,1070,1243,0.00879,0.065,0.70706
YDR104C,1077,1246,0.00417,0.035,0.66703
YDR122W,1095,1065,0.0076,0.055,0.71141
YDR128W,1101,1149,0.00286,0.025,0.69365
YDR159W,1131,1302,0.00357,0.035,0.67202
YDR180W,1153,1494,0.00738,0.055,0.61943
YDR216W,1189,1324,0.00404,0.035,0.66974
YDR217C,1190,1310,0.0036,0.035,0.65578
YDR227W,1200,1359,0.01365,0.095,0.64461
YDR270W,1243,1005,0.0101,0.075,0.71552
YDR291W,1264,1078,0.00503,0.035,0.71996
YDR293C,1266,1251,0.00723,0.055,0.71684
YDR301W,1274,1358,0.00716,0.055,0.66881
YDR310C,1283,1063,0.00457,0.035,0.70652
YDR325W,1300,1036,0.00838,0.055,0.7147
YDR326C,1301,1439,0.00903,0.065,0.64195
YDR335W,1310,1225,0.00525,0.035,0.677
YDR407C,1385,1290,0.00279,0.025,0.6874
YDR443C,1421,1421,0.00257,0.025,0.6451
YDR464W,1442,1436,0.00731,0.055,0.65677
YDR495C,1472,1012,0.00472,0.035,0.71565
YDR507C,1484,1143,0.0129,0.095,0.71058
YEL022W,1551,1460,0.01208,0.095,0.64885
YEL025C,1554,1189,0.00309,0.025,0.68223
YEL031W,1561,1216,0.0136,0.125,0.73403
YEL055C,1587,1023,0.01073,0.075,0.72943
YEL061C,1594,1001,0.00276,0.025,0.72794
YEL077C,1612,1278,0.00158,0.015,0.63554
YER008C,1622,1337,0.00795,0.055,0.66192
YER013W,1627,1146,0.00511,0.045,0.70657
YER033C,1649,1077,0.00555,0.045,0.71645
YER093C,1728,1431,0.00361,0.025,0.60398
YER105C,1741,1392,0.00806,0.055,0.64541
YER110C,1746,1114,0.01162,0.125,0.78825
YER111C,1747,1094,0.00584,0.045,0.71144
YER114C,1750,1041,0.00232,0.025,0.72059
YER129W,1766,1143,0.00354,0.025,0.69466
YER164W,1806,1469,0.00372,0.035,0.66812
YER176W,1820,1122,0.00415,0.035,0.69884
YFL008W,1843,1226,0.00399,0.035,0.71703
YFL025C,1866,1030,0.00887,0.065,0.71753
YFL034W,1877,1074,0.00706,0.055,0.72522
YFL036W,1878,1352,0.01041,0.085,0.6897
YFR016C,1926,1234,0.00558,0.045,0.70465
YFR030W,1940,1036,0.01157,0.095,0.79361
YFR031C,1941,1171,0.01087,0.075,0.69449
YFR040W,1953,1003,0.00436,0.035,0.74966
YGL006W,1977,1174,0.01244,0.085,0.71751
YGL013C,1985,1069,0.00666,0.045,0.70851
YGL016W,1988,1082,0.01041,0.075,0.70262
YGL062W,2033,1179,0.01079,0.095,0.74656
YGL092W,2063,1318,0.0098,0.075,0.67571
YGL094C,2065,1116,0.00453,0.035,0.71242
YGL131C,2102,1404,0.00763,0.055,0.62673
YGL133W,2104,1265,0.00575,0.045,0.66593
YGL140C,2111,1220,0.00886,0.065,0.67813
YGL150C,2121,1490,0.00161,0.025,0.65538
YGL151W,2122,1133,0.00869,0.065,0.70118
YGL156W,2127,1084,0.00234,0.025,0.73676
YGL197W,2168,1488,0.00205,0.025,0.63252
YGL201C,2172,1018,0.01153,0.085,0.74496
YGL207W,2178,1036,0.01151,0.095,0.76758
YGL241W,2213,1005,0.01203,0.085,0.72344
YGL251C,2223,1188,0.0018,0.015,0.69429
YGR014W,2250,1307,0.00712,0.055,0.65931
YGR047C,2283,1026,0.00549,0.035,0.71917
YGR061C,2297,1359,0.01022,0.085,0.71336
YGR070W,2306,1156,0.00211,0.025,0.69402
YGR090W,2326,1238,0.01191,0.085,0.72021
YGR094W,2330,1105,0.01037,0.095,0.78585
YGR097W,2333,1147,0.00851,0.065,0.71796
YGR116W,2352,1452,0.00833,0.075,0.67984
YGR125W,2362,1037,0.01314,0.105,0.73177
YGR134W,2371,1123,0.00472,0.035,0.69104
YGR170W,2407,1139,0.00327,0.025,0.71219
YGR188C,2425,1022,0.00425,0.035,0.71826
YGR218W,2455,1085,0.01098,0.075,0.73037
YGR233C,2470,1179,0.00948,0.065,0.69743
YGR258C,2495,1032,0.0044,0.035,0.71209
YGR270W,2507,1380,0.00569,0.045,0.65198
