YAL012W,10,395,0.02119,0.165,0.89604
YAL013W,11,421,0.01536,0.085,0.85023
YAL015C,13,400,0.01055,0.055,0.8643
YAL032C,34,380,0.01508,0.085,0.87267
YAL036C,40,370,0.01788,0.125,0.89696
YAL042W,49,416,0.01984,0.135,0.85869
YAL061W,69,418,0.0089,0.055,0.88351
YAR073W,110,404,0.02022,0.155,0.91118
YBL013W,124,402,0.01304,0.065,0.86255
YBL016W,127,354,0.0157,0.075,0.87646
YBL032W,144,382,0.01336,0.085,0.89268
YBL055C,167,419,0.01932,0.115,0.86897
YBL058W,170,424,0.01924,0.125,0.88479
YBL069W,182,430,0.01471,0.095,0.88465
YBL074C,188,356,0.01353,0.075,0.89588
YBL081W,195,369,0.0203,0.115,0.86971
YBL091C,205,422,0.01474,0.105,0.89567
YBR004C,233,434,0.01687,0.125,0.88771
YBR018C,247,367,0.01649,0.105,0.89206
YBR025C,254,395,0.01698,0.185,0.9445
YBR026C,255,381,0.01593,0.115,0.89075
YBR031W,260,363,0.01946,0.265,0.96163
YBR036C,265,411,0.01875,0.115,0.86391
YBR042C,271,398,0.01071,0.065,0.87431
YBR053C,282,359,0.0161,0.105,0.90136
YBR057C,287,367,0.01157,0.065,0.88512
YBR063C,294,405,0.01002,0.065,0.88812
YBR065C,296,365,0.01043,0.055,0.89491
YBR087W,319,355,0.01243,0.075,0.89047
YBR095C,328,431,0.01147,0.075,0.8769
YBR105C,338,363,0.01081,0.065,0.88665
YBR110W,344,450,0.0174,0.115,0.86769
YBR125C,359,394,0.01556,0.105,0.88624
YBR130C,365,426,0.01056,0.075,0.88123
YBR143C,378,438,0.01455,0.115,0.90025
YBR145W,380,352,0.02131,0.195,0.91655
YBR155W,390,386,0.01338,0.085,0.89551
YBR161W,396,377,0.01236,0.075,0.88119
YBR168W,404,414,0.00754,0.045,0.86859
YBR192W,429,378,0.0098,0.065,0.89498
YBR195C,432,423,0.00672,0.045,0.87879
YBR204C,441,376,0.01052,0.055,0.86744
YBR205W,442,405,0.01763,0.115,0.89408
YBR221C,458,367,0.01462,0.125,0.92068
YBR234C,472,385,0.01849,0.125,0.90064
YBR246W,484,388,0.00815,0.045,0.88029
YBR249C,487,371,0.01801,0.175,0.93867
YBR267W,506,394,0.01457,0.095,0.87853
YBR271W,510,420,0.0128,0.065,0.8561
YBR273C,512,437,0.0129,0.075,0.86407
YBR279W,518,446,0.01341,0.095,0.86982
YBR287W,526,428,0.01409,0.085,0.87373
YCL008C,549,386,0.0157,0.075,0.84766
YCL011C,552,428,0.01226,0.085,0.89049
YCL016C,554,381,0.01532,0.085,0.88736
YCL018W,556,365,0.00703,0.065,0.93009
YCL028W,565,406,0.01451,0.105,0.89305
YCL029C,566,441,0.01121,0.065,0.85613
YCL034W,571,355,0.0147,0.075,0.8729
YCL037C,574,435,0.01541,0.115,0.89759
YCL044C,581,418,0.01911,0.105,0.86225
YCL052C,589,417,0.00906,0.055,0.88109
YCL064C,599,361,0.01697,0.125,0.90027
YCR012W,618,417,0.01099,0.145,0.95201
YCR019W,626,364,0.0129,0.075,0.89061
YCR035C,645,395,0.01451,0.095,0.89475
YCR044C,655,358,0.01232,0.075,0.89796
YCR079W,684,443,0.00515,0.035,0.84859
YCR094W,699,392,0.01085,0.065,0.89283
YDR035W,1007,371,0.01727,0.115,0.90947
YDR047W,1019,363,0.01784,0.105,0.89404
YDR055W,1027,445,0.02012,0.195,0.89444
YDR065W,1037,366,0.00608,0.045,0.89462
YDR076W,1048,407,0.01152,0.085,0.88332
YDR083W,1056,393,0.01476,0.105,0.90534
YDR088C,1061,383,0.01197,0.075,0.89209
YDR113C,1086,374,0.01266,0.075,0.89352
YDR142C,1114,376,0.00969,0.055,0.88725
YDR153C,1125,412,0.01461,0.085,0.88176
YDR161W,1133,388,0.01091,0.075,0.89109
YDR165W,1137,445,0.01547,0.125,0.88963
YDR171W,1143,376,0.01454,0.095,0.88873
YDR173C,1145,356,0.01286,0.075,0.88064
YDR191W,1164,371,0.01509,0.095,0.89176
YDR192C,1165,431,0.01261,0.075,0.87616
YDR197W,1170,390,0.00633,0.045,0.87366
YDR202C,1175,352,0.00929,0.055,0.88032
YDR214W,1187,351,0.01442,0.085,0.90057
YDR218C,1191,424,0.00794,0.055,0.88357
YDR222W,1195,416,0.01472,0.115,0.88983
YDR245W,1218,394,0.01374,0.085,0.89065
YDR249C,1222,374,0.01152,0.065,0.88
YDR259C,1232,384,0.04083,0.305,0.87667
YDR263C,1236,431,0.01263,0.075,0.86125
YDR268W,1241,380,0.01392,0.085,0.88775
YDR273W,1246,366,0.01622,0.105,0.89683
YDR277C,1250,434,0.00942,0.055,0.85258
YDR279W,1252,351,0.00949,0.055,0.89181
YDR282C,1255,415,0.01187,0.075,0.87369
YDR289C,1262,410,0.01266,0.085,0.88384
YDR300C,1273,429,0.01504,0.115,0.89132
YDR309C,1282,384,0.01402,0.075,0.87046
YDR317W,1290,415,0.01265,0.085,0.88322
YDR318W,1291,369,0.01415,0.095,0.89378
YDR321W,1295,382,0.0137,0.095,0.90555
YDR322W,1297,368,0.01717,0.095,0.88548
YDR331W,1306,412,0.01202,0.075,0.8674
YDR354W,1329,381,0.01454,0.085,0.87711
YDR370C,1346,443,0.00666,0.045,0.86011
YDR414C,1392,363,0.01168,0.065,0.87382
YDR415C,1393,375,0.01645,0.135,0.89489
YDR423C,1401,410,0.01311,0.075,0.86693
YDR427W,1405,394,0.01663,0.125,0.90604
YDR432W,1410,415,0.01574,0.135,0.92483
YDR438W,1416,371,0.00883,0.045,0.87467
YDR448W,1426,435,0.01178,0.065,0.85761
YDR449C,1427,441,0.01385,0.095,0.87942
YDR451C,1429,354,0.01929,0.115,0.87556
YDR459C,1437,375,0.00538,0.035,0.87655
YDR465C,1443,413,0.01227,0.085,0.88297
YDR483W,1460,443,0.01697,0.175,0.90346
YDR494W,1471,362,0.01581,0.095,0.88644
YDR498C,1475,384,0.0106,0.065,0.88024
YDR502C,1479,385,0.02063,0.195,0.92431
YDR515W,1492,448,0.01209,0.085,0.88588
YDR517W,1494,373,0.0144,0.085,0.86804
YDR527W,1507,440,0.01212,0.085,0.88346
YDR528W,1508,424,0.00724,0.045,0.88067
YDR531W,1511,368,0.0096,0.065,0.89073
YDR532C,1512,386,0.02777,0.175,0.8699
YEL002C,1527,431,0.01464,0.095,0.87782
YEL037C,1568,399,0.01723,0.105,0.88945
YEL046C,1577,388,0.01949,0.145,0.90957
YEL050C,1581,394,0.01056,0.075,0.8865
YEL056W,1588,402,0.01524,0.105,0.88634
YER003C,1615,430,0.01793,0.155,0.90757
YER020W,1636,450,0.01084,0.055,0.8353
YER027C,1643,418,0.01434,0.085,0.86474
YER028C,1644,395,0.01043,0.055,0.87645
YER043C,1661,450,0.01836,0.205,0.93872
YER048C,1668,392,0.01422,0.115,0.90218
YER059W,1682,421,0.0121,0.065,0.85871
YER061C,1685,443,0.0113,0.075,0.86179
YER095W,1731,401,0.01494,0.095,0.87795
YER101C,1737,431,0.01108,0.075,0.89123
YER107C,1743,366,0.01263,0.075,0.88533
YER118C,1754,368,0.01396,0.095,0.90196
YER127W,1764,358,0.01656,0.115,0.90427
YER130C,1767,444,0.01158,0.065,0.86423
YER143W,1782,429,0.01621,0.095,0.84958
YER149C,1791,421,0.00869,0.055,0.8646
YER152C,1794,444,0.01134,0.055,0.83348
YER154W,1797,403,0.01196,0.075,0.87436
YER178W,1822,421,0.0125,0.105,0.89607
YFL001W,1837,443,0.01231,0.075,0.86969
YFL026W,1867,432,0.01645,0.095,0.85345
YFL029C,1870,369,0.01264,0.075,0.88412
YFL030W,1871,386,0.01124,0.065,0.87183
YFL039C,1881,376,0.01435,0.155,0.94334
YFL048C,1889,446,0.01218,0.085,0.88104
YFL062W,1903,380,0.01619,0.095,0.87116
YFL066C,1907,393,0.00514,0.035,0.86238
YFR005C,1914,449,0.01139,0.065,0.86658
YFR007W,1916,354,0.01483,0.095,0.8933
YFR014C,1924,447,0.01238,0.075,0.87414
YFR018C,1928,364,0.01124,0.055,0.85955
YFR046C,1959,362,0.01266,0.075,0.87908
YGL004C,1975,418,0.0136,0.085,0.88377
YGL025C,1997,398,0.01274,0.075,0.85919
YGL048C,2019,406,0.01422,0.095,0.89787
YGL063W,2034,371,0.00978,0.045,0.86018
YGL067W,2038,385,0.01002,0.065,0.88966
YGL075C,2046,388,0.00872,0.055,0.88255
YGL082W,2053,382,0.01365,0.075,0.87701
YGL090W,2061,422,0.00782,0.045,0.88728
YGL105W,2076,377,0.01712,0.175,0.92579
YGL126W,2097,381,0.01503,0.075,0.86392
YGL134W,2105,434,0.00853,0.055,0.85746
YGL143C,2114,414,0.01108,0.075,0.87101
YGL148W,2119,377,0.01444,0.125,0.91052
YGL155W,2126,377,0.00867,0.055,0.88768
YGL159W,2130,371,0.0132,0.085,0.90017
YGL164C,2135,441,0.012,0.075,0.86027
YGL169W,2140,427,0.01159,0.075,0.86565
YGL170C,2141,414,0.013,0.095,0.90111
YGL181W,2152,397,0.01198,0.065,0.8551
YGL185C,2156,380,0.01488,0.095,0.88985
YGL196W,2167,429,0.02999,0.155,0.85663
YGL208W,2179,416,0.02107,0.115,0.854
YGL209W,2180,383,0.01418,0.085,0.87624
YGL211W,2182,360,0.02823,0.185,0.88319
YGL213C,2184,398,0.01382,0.095,0.89948
YGL223C,2194,418,0.01361,0.075,0.8714
YGL243W,2215,401,0.00765,0.045,0.87766
YGL246C,2218,388,0.01297,0.075,0.87631
YGL248W,2220,370,0.01135,0.075,0.89036
YGL255W,2227,377,0.01799,0.135,0.89683
YGL263W,2236,381,0.01031,0.055,0.87375
YGR005C,2241,401,0.01222,0.085,0.89113
YGR010W,2246,396,0.01175,0.075,0.87159
YGR012W,2248,394,0.01477,0.095,0.89988
YGR028W,2264,363,0.01343,0.075,0.88201
YGR040W,2276,369,0.01089,0.065,0.88323
YGR046W,2282,386,0.00983,0.065,0.88104
YGR048W,2284,362,0.01581,0.095,0.88817
YGR052W,2288,370,0.0296,0.185,0.87717
YGR072W,2308,388,0.0127,0.085,0.88579
YGR079W,2315,371,0.01327,0.085,0.89218
YGR109C,2345,381,0.01137,0.085,0.90042
YGR110W,2346,446,0.01223,0.075,0.86754
YGR111W,2347,401,0.01239,0.075,0.88161
YGR112W,2348,390,0.01187,0.065,0.88494
YGR122W,2359,403,0.01171,0.065,0.87143
YGR142W,2379,411,0.01425,0.095,0.88229
YGR149W,2386,433,0.00953,0.055,0.87825
